x y
1098.4611141297362 700.7931031741039
1488.8350997777886 1296.5762777331486
209.8203136876523 199.99190018656324
95.17134100826381 1108.8980059616617
899.473430471311 606.5862650453554
195.10112649587154 190.78342143865922
900.5805456738035 587.4349536457739
403.56621317031085 1494.3265502123863
893.8023769935337 607.5116864411524
94.14837591144816 1112.9722883033216
1487.6309103474364 1299.1005752233696
1487.87563030488 1296.7354924071506
397.25363301359084 1497.490464663355
700.1518894141318 1003.0417572887758
592.344625746856 81.03106733059172
1123.151203392664 697.9709807238585
89.29923682174015 1112.4084201605417
688.7012868587243 1005.277959185667
396.57690981607976 1504.3255526386092
403.9321767562659 1501.6954946605758
497.7923946686212 788.7874828019944
1111.421715578073 687.6605225640391
206.0637968480186 202.67644961185528
1098.524828970135 701.9946527768394
1507.0162539067449 1307.6001803792462
92.4912554469208 1104.4660455336848
512.0811740708065 779.3732252381485
185.3944144749038 203.98164579600956
906.4536125383337 605.1127102447772
1109.2531082173252 721.4278466522801
694.8690081487159 1006.342925807393
687.8626134639178 1003.4631579470853
905.3424809245001 613.4923374887587
904.318476655043 607.8239831355098
174.9148287874341 195.206171801992
103.6840079007662 1095.3505928745137
504.0052031357568 793.0151393016586
618.6598468070738 101.78756457657195
623.8054525339469 99.84979694559517
1114.4684357112026 703.1702003084353
717.6445117271677 992.4128727652827
517.7122872821863 797.6883280894559
1100.22024306545 703.1060772908263
495.84297039065046 798.5957382815259
714.4319797375292 1001.2180298714792
390.1926346932388 1496.143332661437
604.0946972294503 114.21853801250334
1497.4071738421717 1294.352418957992
206.24209929950302 197.71924321768336
94.61165869026898 1094.4880296036415
589.8888505347292 91.0426411219716
1110.1413237285406 691.7602589618923
495.49829050454315 798.2365905063027
1092.7734138479043 706.7158472815266
702.6569084498193 999.4419257034708
597.5698646480506 97.74990672930818
600.0686393323301 113.93251395154185
489.49562365533717 813.9517924875486
899.4674469099211 596.7653380500376
1105.2675798282742 695.7171450814348
1514.0630726031645 1298.9257528988676
406.7753581701456 1501.1942892075274
613.7348996662596 107.8219669836321
83.56820721940423 1099.0513250266738
400.3155213339803 1502.8919772255315
209.94924590349876 192.86367379645125
700.4815811184444 996.8713715195805
97.76142385029553 1106.7056842140025
414.04460067719737 1503.8689042752314
202.19344507042427 199.09262048657567
487.0672718806704 794.6110393196287
1490.2865443259618 1313.215950305652
703.2704697888977 1010.2420593857532
715.0386529033225 983.4178151012878
1494.8200456809263 1301.0600368203213
908.2012879680277 604.0799251216029
903.1482776724898 599.6980607067746
198.62552663851417 185.82772688291766
95.14535788383142 1099.8503313479418
194.77233127309796 206.80379300201488
503.97988924800376 799.1850889903575
398.4519658191019 1504.5410731379263
1511.568152704128 1306.152406234925
402.7532145956891 1495.109895204567
1487.4261271457794 1307.6300633325905
93.66659729923553 1101.3918515396094
602.5417673223583 95.9445346834263
502.46788755550284 807.0422327250602
604.7678484545997 107.81453159948101
895.1398398407899 593.1119397969015
